meter_id,dt_id,feeder_id,zone,sanctioned_load,tariff_type,lat,long
M02498,DT-449,FDR-013,Koramangala,2.7,LT2-domestic,12.922543,77.58016
M02499,DT-449,FDR-013,Koramangala,1.3,LT2-domestic,12.921625,77.582274
M02500,DT-450,FDR-013,Koramangala,2.4,LT2-domestic,12.922609,77.61284
M02501,DT-450,FDR-013,Koramangala,2.1,LT2-domestic,12.92156,77.612917
M02502,DT-450,FDR-013,Koramangala,3.1,LT2-domestic,12.922021,77.613729
H82503,DT-450,FDR-013,Koramangala,3.5,LT2-domestic,12.922152,77.613232
M02504,DT-450,FDR-013,Koramangala,3.8,LT2-domestic,12.923683,77.613895
M02505,DT-450,FDR-013,Koramangala,4.2,LT2-domestic,12.921157,77.613143
M02506,DT-450,FDR-013,Koramangala,4.3,LT2-domestic,12.922754,77.613485
M02507,DT-450,FDR-013,Koramangala,19.2,LT5-commercial,12.922687,77.611518
M02508,DT-450,FDR-013,Koramangala,3.7,LT2-domestic,12.923022,77.611676
M02509,DT-450,FDR-013,Koramangala,2.6,LT2-domestic,12.921607,77.613113
M02510,DT-450,FDR-013,Koramangala,1.5,LT2-domestic,12.92128,77.614591
M02511,DT-450,FDR-013,Koramangala,4.2,LT2-domestic,12.921945,77.610746
H82512,DT-450,FDR-013,Koramangala,3.6,LT2-domestic,12.921652,77.612637
M02513,DT-450,FDR-013,Koramangala,3.0,LT2-domestic,12.921317,77.613277
M02514,DT-450,FDR-013,Koramangala,2.2,LT2-domestic,12.921865,77.612809
M02515,DT-450,FDR-013,Koramangala,4.1,LT2-domestic,12.922982,77.612568
M02516,DT-450,FDR-013,Koramangala,3.8,LT2-domestic,12.922655,77.612833
M02517,DT-450,FDR-013,Koramangala,1.4,LT2-domestic,12.920282,77.613548
M02518,DT-450,FDR-013,Koramangala,4.6,LT2-domestic,12.921246,77.61403
M02519,DT-450,FDR-013,Koramangala,1.7,LT2-domestic,12.920214,77.611881
M02520,DT-450,FDR-013,Koramangala,4.9,LT2-domestic,12.923526,77.612506
M02521,DT-450,FDR-013,Koramangala,1.7,LT2-domestic,12.921848,77.612502
M02522,DT-450,FDR-013,Koramangala,3.7,LT2-domestic,12.92288,77.612745
M02523,DT-450,FDR-013,Koramangala,27.4,LT5-commercial,12.922432,77.61248
M02524,DT-450,FDR-013,Koramangala,2.6,LT2-domestic,12.921409,77.612455
M02525,DT-450,FDR-013,Koramangala,4.2,LT2-domestic,12.923183,77.611994
M02526,DT-450,FDR-013,Koramangala,4.8,LT2-domestic,12.922825,77.61242
M02527,DT-450,FDR-013,Koramangala,2.6,LT2-domestic,12.920798,77.611208
M02528,DT-450,FDR-013,Koramangala,4.8,LT2-domestic,12.921383,77.611473
M02529,DT-450,FDR-013,Koramangala,1.1,LT2-domestic,12.922104,77.612866
M02530,DT-450,FDR-013,Koramangala,2.0,LT2-domestic,12.920879,77.612539
M02531,DT-450,FDR-013,Koramangala,2.8,LT2-domestic,12.921957,77.61162
M02532,DT-450,FDR-013,Koramangala,3.9,LT2-domestic,12.920304,77.613059
M02533,DT-450,FDR-013,Koramangala,2.4,LT2-domestic,12.923031,77.614495
M02534,DT-450,FDR-013,Koramangala,1.5,LT2-domestic,12.921799,77.613939
M02535,DT-450,FDR-013,Koramangala,1.6,LT2-domestic,12.922373,77.612468
M02536,DT-450,FDR-013,Koramangala,2.6,LT2-domestic,12.923414,77.61186
M02537,DT-450,FDR-013,Koramangala,1.0,LT2-domestic,12.920618,77.611688
M02538,DT-450,FDR-013,Koramangala,4.5,LT2-domestic,12.919671,77.613204
M02539,DT-450,FDR-013,Koramangala,2.1,LT2-domestic,12.920776,77.613016
M02540,DT-450,FDR-013,Koramangala,2.0,LT2-domestic,12.922696,77.611179
M02541,DT-450,FDR-013,Koramangala,2.5,LT2-domestic,12.924076,77.612812
M02542,DT-450,FDR-013,Koramangala,4.8,LT2-domestic,12.921375,77.614156
M02543,DT-450,FDR-013,Koramangala,4.0,LT2-domestic,12.921885,77.613379
M02544,DT-450,FDR-013,Koramangala,2.6,LT2-domestic,12.923084,77.612857
M02545,DT-450,FDR-013,Koramangala,2.6,LT2-domestic,12.922435,77.61319
M02546,DT-450,FDR-013,Koramangala,2.8,LT2-domestic,12.922781,77.615127
M02547,DT-450,FDR-013,Koramangala,4.8,LT2-domestic,12.92223,77.61291
M02548,DT-450,FDR-013,Koramangala,1.9,LT2-domestic,12.921425,77.612524
M02549,DT-450,FDR-013,Koramangala,3.0,LT2-domestic,12.921516,77.613526
M02550,DT-451,FDR-013,Koramangala,1.5,LT2-domestic,12.938771,77.629428
M02551,DT-451,FDR-013,Koramangala,1.7,LT2-domestic,12.939916,77.629664
M02552,DT-451,FDR-013,Koramangala,2.5,LT2-domestic,12.938909,77.632632
M02553,DT-451,FDR-013,Koramangala,3.9,LT2-domestic,12.937532,77.631004
M02554,DT-451,FDR-013,Koramangala,1.5,LT2-domestic,12.939268,77.629666
M02555,DT-451,FDR-013,Koramangala,33.5,LT5-commercial,12.937325,77.629075
M02556,DT-451,FDR-013,Koramangala,4.4,LT2-domestic,12.939079,77.631178
M02557,DT-451,FDR-013,Koramangala,3.1,LT2-domestic,12.939436,77.630901
M02558,DT-451,FDR-013,Koramangala,2.6,LT2-domestic,12.938956,77.630024
M02559,DT-451,FDR-013,Koramangala,1.7,LT2-domestic,12.939791,77.630357
M02560,DT-451,FDR-013,Koramangala,2.9,LT2-domestic,12.938652,77.63078
M02561,DT-451,FDR-013,Koramangala,3.9,LT2-domestic,12.940277,77.629455
M02562,DT-451,FDR-013,Koramangala,1.6,LT2-domestic,12.937374,77.630196
M02563,DT-451,FDR-013,Koramangala,1.3,LT2-domestic,12.939367,77.630302
M02564,DT-451,FDR-013,Koramangala,2.2,LT2-domestic,12.939424,77.630271
M02565,DT-451,FDR-013,Koramangala,3.6,LT2-domestic,12.937872,77.630704
M02566,DT-451,FDR-013,Koramangala,29.7,LT5-commercial,12.938374,77.627942
M02567,DT-451,FDR-013,Koramangala,4.2,LT2-domestic,12.938142,77.630106
M02568,DT-451,FDR-013,Koramangala,4.6,LT2-domestic,12.939652,77.630255
M02569,DT-451,FDR-013,Koramangala,3.3,LT2-domestic,12.938953,77.629422
M02570,DT-451,FDR-013,Koramangala,3.3,LT2-domestic,12.938711,77.628689
M02571,DT-451,FDR-013,Koramangala,2.8,LT2-domestic,12.937463,77.630886
M02572,DT-451,FDR-013,Koramangala,3.3,LT2-domestic,12.938538,77.628608
M02573,DT-451,FDR-013,Koramangala,1.5,LT2-domestic,12.938798,77.63001
M02574,DT-451,FDR-013,Koramangala,2.1,LT2-domestic,12.939338,77.630075
M02575,DT-451,FDR-013,Koramangala,3.1,LT2-domestic,12.93954,77.630253
M02576,DT-451,FDR-013,Koramangala,4.7,LT2-domestic,12.940016,77.630675
M02577,DT-451,FDR-013,Koramangala,4.3,LT2-domestic,12.938563,77.630219
M02578,DT-451,FDR-013,Koramangala,4.9,LT2-domestic,12.93648,77.629549
M02579,DT-451,FDR-013,Koramangala,2.6,LT2-domestic,12.937349,77.629726
M02580,DT-451,FDR-013,Koramangala,2.3,LT2-domestic,12.940055,77.630263
M02581,DT-451,FDR-013,Koramangala,3.1,LT2-domestic,12.939134,77.628152
M02582,DT-451,FDR-013,Koramangala,1.5,LT2-domestic,12.939255,77.629421
M02583,DT-451,FDR-013,Koramangala,4.7,LT2-domestic,12.938518,77.630353
M02584,DT-451,FDR-013,Koramangala,2.6,LT2-domestic,12.938864,77.630032
M02585,DT-451,FDR-013,Koramangala,1.8,LT2-domestic,12.93934,77.629478
M02586,DT-451,FDR-013,Koramangala,4.7,LT2-domestic,12.93875,77.629684
M02587,DT-451,FDR-013,Koramangala,5.0,LT2-domestic,12.93839,77.629603
M02588,DT-451,FDR-013,Koramangala,1.6,LT2-domestic,12.939937,77.629223
M02589,DT-451,FDR-013,Koramangala,1.7,LT2-domestic,12.937118,77.630354
M02590,DT-451,FDR-013,Koramangala,4.3,LT2-domestic,12.938035,77.630386
M02591,DT-451,FDR-013,Koramangala,2.9,LT2-domestic,12.939997,77.629965
M02592,DT-451,FDR-013,Koramangala,3.5,LT2-domestic,12.939312,77.63031
M02593,DT-451,FDR-013,Koramangala,4.9,LT2-domestic,12.939168,77.632314
M02594,DT-451,FDR-013,Koramangala,3.4,LT2-domestic,12.937816,77.631196
M02595,DT-451,FDR-013,Koramangala,1.2,LT2-domestic,12.9384,77.628721
M02596,DT-451,FDR-013,Koramangala,1.9,LT2-domestic,12.937632,77.630728
M02597,DT-451,FDR-013,Koramangala,1.8,LT2-domestic,12.939857,77.630097
M02598,DT-451,FDR-013,Koramangala,2.9,LT2-domestic,12.940483,77.628381
M02599,DT-451,FDR-013,Koramangala,2.0,LT2-domestic,12.937678,77.629565
M02600,DT-452,FDR-014,Koramangala,3.3,LT2-domestic,12.975513,77.64619
M02601,DT-452,FDR-014,Koramangala,2.0,LT2-domestic,12.973736,77.645809
M02602,DT-452,FDR-014,Koramangala,1.6,LT2-domestic,12.975559,77.643288
M02603,DT-452,FDR-014,Koramangala,1.6,LT2-domestic,12.975367,77.645358
M02604,DT-452,FDR-014,Koramangala,2.2,LT2-domestic,12.972939,77.644708
M02605,DT-452,FDR-014,Koramangala,2.4,LT2-domestic,12.975823,77.644588
M02606,DT-452,FDR-014,Koramangala,1.6,LT2-domestic,12.974784,77.645272
M02607,DT-452,FDR-014,Koramangala,3.9,LT2-domestic,12.976782,77.64453
M02608,DT-452,FDR-014,Koramangala,3.4,LT2-domestic,12.974095,77.645442
M02609,DT-452,FDR-014,Koramangala,1.7,LT2-domestic,12.974925,77.644689
M02610,DT-452,FDR-014,Koramangala,4.8,LT2-domestic,12.974509,77.647793
M02611,DT-452,FDR-014,Koramangala,3.4,LT2-domestic,12.973326,77.645384
M02612,DT-452,FDR-014,Koramangala,3.7,LT2-domestic,12.975491,77.642144
M02613,DT-452,FDR-014,Koramangala,1.1,LT2-domestic,12.975077,77.645477
M02614,DT-452,FDR-014,Koramangala,3.5,LT2-domestic,12.974605,77.646645
H82615,DT-452,FDR-014,Koramangala,3.5,LT2-domestic,12.975753,77.644517
M02616,DT-452,FDR-014,Koramangala,2.9,LT2-domestic,12.975474,77.6465
M02617,DT-452,FDR-014,Koramangala,3.8,LT2-domestic,12.974521,77.646482
M02618,DT-452,FDR-014,Koramangala,42.5,LT5-commercial,12.975056,77.644982
M02619,DT-452,FDR-014,Koramangala,40.1,LT5-commercial,12.974832,77.644609
M02620,DT-452,FDR-014,Koramangala,3.2,LT2-domestic,12.974262,77.644225
M02621,DT-452,FDR-014,Koramangala,3.1,LT2-domestic,12.974955,77.645727
M02622,DT-452,FDR-014,Koramangala,2.5,LT2-domestic,12.975381,77.646835
M02623,DT-452,FDR-014,Koramangala,1.5,LT2-domestic,12.973741,77.643796
M02624,DT-452,FDR-014,Koramangala,1.8,LT2-domestic,12.974068,77.645669
M02625,DT-452,FDR-014,Koramangala,2.2,LT2-domestic,12.974333,77.643537
M02626,DT-452,FDR-014,Koramangala,3.1,LT2-domestic,12.974934,77.643696
M02627,DT-452,FDR-014,Koramangala,3.9,LT2-domestic,12.975677,77.643181
M02628,DT-452,FDR-014,Koramangala,3.0,LT2-domestic,12.975081,77.644156
M02629,DT-452,FDR-014,Koramangala,4.2,LT2-domestic,12.97311,77.646122
M02630,DT-452,FDR-014,Koramangala,4.7,LT2-domestic,12.972763,77.644664
M02631,DT-452,FDR-014,Koramangala,2.6,LT2-domestic,12.9753,77.645456
M02632,DT-452,FDR-014,Koramangala,2.4,LT2-domestic,12.975074,77.643676
M02633,DT-452,FDR-014,Koramangala,4.7,LT2-domestic,12.974956,77.644462
M02634,DT-452,FDR-014,Koramangala,2.9,LT2-domestic,12.97448,77.646417
M02635,DT-452,FDR-014,Koramangala,2.5,LT2-domestic,12.975059,77.645283
M02636,DT-452,FDR-014,Koramangala,2.3,LT2-domestic,12.972916,77.644763
M02637,DT-452,FDR-014,Koramangala,1.7,LT2-domestic,12.973795,77.645598
M02638,DT-452,FDR-014,Koramangala,4.2,LT2-domestic,12.973843,77.64573
M02639,DT-452,FDR-014,Koramangala,2.5,LT2-domestic,12.974381,77.646673
M02640,DT-452,FDR-014,Koramangala,1.6,LT2-domestic,12.974921,77.644265
M02641,DT-452,FDR-014,Koramangala,2.9,LT2-domestic,12.975241,77.6462
M02642,DT-452,FDR-014,Koramangala,2.8,LT2-domestic,12.975721,77.644259
M02643,DT-452,FDR-014,Koramangala,2.3,LT2-domestic,12.975114,77.646042
M02644,DT-452,FDR-014,Koramangala,3.3,LT2-domestic,12.973245,77.644448
M02645,DT-452,FDR-014,Koramangala,3.8,LT2-domestic,12.974257,77.644092
M02646,DT-452,FDR-014,Koramangala,4.9,LT2-domestic,12.972772,77.643755
M02647,DT-452,FDR-014,Koramangala,3.8,LT2-domestic,12.973985,77.643883
H82648,DT-452,FDR-014,Koramangala,2.2,LT2-domestic,12.97332,77.645327
M02649,DT-452,FDR-014,Koramangala,3.2,LT2-domestic,12.9745,77.646142
M02650,DT-453,FDR-014,Koramangala,3.7,LT2-domestic,12.944529,77.674327
M02651,DT-453,FDR-014,Koramangala,1.4,LT2-domestic,12.943065,77.675819
M02652,DT-453,FDR-014,Koramangala,2.1,LT2-domestic,12.944399,77.674611
M02653,DT-453,FDR-014,Koramangala,3.0,LT2-domestic,12.943931,77.675246
M02654,DT-453,FDR-014,Koramangala,3.6,LT2-domestic,12.947688,77.674187
M02655,DT-453,FDR-014,Koramangala,4.3,LT2-domestic,12.943601,77.674616
M02656,DT-453,FDR-014,Koramangala,3.2,LT2-domestic,12.94465,77.675791
M02657,DT-453,FDR-014,Koramangala,4.3,LT2-domestic,12.944739,77.676735
M02658,DT-453,FDR-014,Koramangala,3.6,LT2-domestic,12.945419,77.672687
M02659,DT-453,FDR-014,Koramangala,3.0,LT2-domestic,12.943922,77.67674
M02660,DT-453,FDR-014,Koramangala,1.4,LT2-domestic,12.945286,77.676146
M02661,DT-453,FDR-014,Koramangala,4.8,LT2-domestic,12.943844,77.674979
M02662,DT-453,FDR-014,Koramangala,1.5,LT2-domestic,12.94436,77.675603
H82663,DT-453,FDR-014,Koramangala,4.6,LT2-domestic,12.945081,77.675449
M02664,DT-453,FDR-014,Koramangala,1.9,LT2-domestic,12.943796,77.675306
M02665,DT-453,FDR-014,Koramangala,1.8,LT2-domestic,12.94572,77.674245
M02666,DT-453,FDR-014,Koramangala,1.1,LT2-domestic,12.943917,77.674903
M02667,DT-453,FDR-014,Koramangala,4.1,LT2-domestic,12.945274,77.675155
M02668,DT-453,FDR-014,Koramangala,2.2,LT2-domestic,12.946489,77.674672
M02669,DT-453,FDR-014,Koramangala,4.3,LT2-domestic,12.945548,77.674926
M02670,DT-453,FDR-014,Koramangala,1.5,LT2-domestic,12.943666,77.676426
M02671,DT-453,FDR-014,Koramangala,1.4,LT2-domestic,12.945545,77.674836
M02672,DT-453,FDR-014,Koramangala,4.9,LT2-domestic,12.945528,77.67486
M02673,DT-453,FDR-014,Koramangala,3.0,LT2-domestic,12.943875,77.675211
M02674,DT-453,FDR-014,Koramangala,2.1,LT2-domestic,12.945954,77.675401
M02675,DT-453,FDR-014,Koramangala,3.2,LT2-domestic,12.944273,77.674026
M02676,DT-453,FDR-014,Koramangala,3.7,LT2-domestic,12.945042,77.676608
M02677,DT-453,FDR-014,Koramangala,4.0,LT2-domestic,12.943679,77.674122
M02678,DT-453,FDR-014,Koramangala,3.6,LT2-domestic,12.945733,77.674517
M02679,DT-453,FDR-014,Koramangala,4.4,LT2-domestic,12.943118,77.676328
M02680,DT-453,FDR-014,Koramangala,3.5,LT2-domestic,12.946412,77.676529
M02681,DT-453,FDR-014,Koramangala,3.5,LT2-domestic,12.944337,77.675412
M02682,DT-453,FDR-014,Koramangala,2.5,LT2-domestic,12.942999,77.675756
M02683,DT-453,FDR-014,Koramangala,4.9,LT2-domestic,12.944404,77.673406
M02684,DT-453,FDR-014,Koramangala,4.5,LT2-domestic,12.944162,77.675181
M02685,DT-453,FDR-014,Koramangala,4.6,LT2-domestic,12.944642,77.674542
M02686,DT-453,FDR-014,Koramangala,1.2,LT2-domestic,12.943925,77.675723
M02687,DT-453,FDR-014,Koramangala,3.5,LT2-domestic,12.944866,77.675295
H82688,DT-453,FDR-014,Koramangala,2.9,LT2-domestic,12.944642,77.676068
M02689,DT-453,FDR-014,Koramangala,3.8,LT2-domestic,12.944145,77.674108
M02690,DT-453,FDR-014,Koramangala,1.7,LT2-domestic,12.945604,77.674239
M02691,DT-453,FDR-014,Koramangala,2.9,LT2-domestic,12.943164,77.673722
M02692,DT-453,FDR-014,Koramangala,1.8,LT2-domestic,12.94673,77.674222
M02693,DT-453,FDR-014,Koramangala,1.6,LT2-domestic,12.94457,77.67555
M02694,DT-453,FDR-014,Koramangala,4.8,LT2-domestic,12.944995,77.674602
M02695,DT-453,FDR-014,Koramangala,3.5,LT2-domestic,12.945002,77.676316
M02696,DT-453,FDR-014,Koramangala,4.9,LT2-domestic,12.945879,77.675671
M02697,DT-453,FDR-014,Koramangala,4.5,LT2-domestic,12.944829,77.676932
H82698,DT-453,FDR-014,Koramangala,2.1,LT2-domestic,12.944559,77.67628
M02699,DT-453,FDR-014,Koramangala,3.5,LT2-domestic,12.944618,77.67428
M02700,DT-454,FDR-014,Koramangala,3.8,LT2-domestic,12.932398,77.683714
M02701,DT-454,FDR-014,Koramangala,1.9,LT2-domestic,12.934845,77.680481
M02702,DT-454,FDR-014,Koramangala,19.0,LT5-commercial,12.935026,77.6833
M02703,DT-454,FDR-014,Koramangala,48.8,LT5-commercial,12.937046,77.682284
M02704,DT-454,FDR-014,Koramangala,1.2,LT2-domestic,12.933707,77.682848
M02705,DT-454,FDR-014,Koramangala,2.4,LT2-domestic,12.934552,77.681127
M02706,DT-454,FDR-014,Koramangala,1.8,LT2-domestic,12.933285,77.681016
M02707,DT-454,FDR-014,Koramangala,35.0,LT5-commercial,12.933166,77.682573
M02708,DT-454,FDR-014,Koramangala,1.7,LT2-domestic,12.934245,77.680279
M02709,DT-454,FDR-014,Koramangala,2.0,LT2-domestic,12.934153,77.682512
M02710,DT-454,FDR-014,Koramangala,4.8,LT2-domestic,12.932611,77.680903
M02711,DT-454,FDR-014,Koramangala,3.2,LT2-domestic,12.936081,77.682518
M02712,DT-454,FDR-014,Koramangala,2.4,LT2-domestic,12.934024,77.683622
M02713,DT-454,FDR-014,Koramangala,4.3,LT2-domestic,12.934642,77.680962
M02714,DT-454,FDR-014,Koramangala,2.7,LT2-domestic,12.936039,77.681753
M02715,DT-454,FDR-014,Koramangala,3.7,LT2-domestic,12.935046,77.680807
M02716,DT-454,FDR-014,Koramangala,4.5,LT2-domestic,12.935311,77.680402
M02717,DT-454,FDR-014,Koramangala,4.0,LT2-domestic,12.933165,77.680498
M02718,DT-454,FDR-014,Koramangala,1.4,LT2-domestic,12.935003,77.681973
M02719,DT-454,FDR-014,Koramangala,3.4,LT2-domestic,12.933917,77.680234
M02720,DT-454,FDR-014,Koramangala,4.3,LT2-domestic,12.9346,77.681023
M02721,DT-454,FDR-014,Koramangala,4.1,LT2-domestic,12.935497,77.681889
M02722,DT-454,FDR-014,Koramangala,4.5,LT2-domestic,12.932438,77.683061
M02723,DT-454,FDR-014,Koramangala,1.7,LT2-domestic,12.93299,77.682195
M02724,DT-454,FDR-014,Koramangala,3.8,LT2-domestic,12.932882,77.680561
M02725,DT-454,FDR-014,Koramangala,3.6,LT2-domestic,12.933239,77.68447
M02726,DT-454,FDR-014,Koramangala,2.7,LT2-domestic,12.933351,77.681593
M02727,DT-454,FDR-014,Koramangala,5.0,LT2-domestic,12.93322,77.681603
H82728,DT-454,FDR-014,Koramangala,3.4,LT2-domestic,12.933328,77.681487
M02729,DT-454,FDR-014,Koramangala,4.7,LT2-domestic,12.933758,77.681354
M02730,DT-454,FDR-014,Koramangala,4.8,LT2-domestic,12.932943,77.680702
M02731,DT-454,FDR-014,Koramangala,1.0,LT2-domestic,12.934109,77.681905
M02732,DT-454,FDR-014,Koramangala,3.9,LT2-domestic,12.934799,77.681049
M02733,DT-454,FDR-014,Koramangala,3.2,LT2-domestic,12.933152,77.679744
M02734,DT-454,FDR-014,Koramangala,1.3,LT2-domestic,12.933876,77.682094
M02735,DT-454,FDR-014,Koramangala,39.2,LT5-commercial,12.934896,77.68277
M02736,DT-454,FDR-014,Koramangala,1.1,LT2-domestic,12.935047,77.681644
M02737,DT-454,FDR-014,Koramangala,1.2,LT2-domestic,12.933636,77.682091
M02738,DT-454,FDR-014,Koramangala,2.2,LT2-domestic,12.935136,77.681689
M02739,DT-454,FDR-014,Koramangala,2.9,LT2-domestic,12.933727,77.683765
M02740,DT-454,FDR-014,Koramangala,3.5,LT2-domestic,12.933308,77.680828
M02741,DT-454,FDR-014,Koramangala,2.0,LT2-domestic,12.932882,77.68375
M02742,DT-454,FDR-014,Koramangala,11.6,LT5-commercial,12.93147,77.681443
M02743,DT-454,FDR-014,Koramangala,3.2,LT2-domestic,12.932773,77.682387
M02744,DT-454,FDR-014,Koramangala,1.6,LT2-domestic,12.934065,77.681029
M02745,DT-454,FDR-014,Koramangala,1.9,LT2-domestic,12.934408,77.682498
M02746,DT-454,FDR-014,Koramangala,2.3,LT2-domestic,12.934437,77.679652
M02747,DT-454,FDR-014,Koramangala,4.4,LT2-domestic,12.933122,77.681383
H82748,DT-454,FDR-014,Koramangala,2.5,LT2-domestic,12.933475,77.681651
M02749,DT-454,FDR-014,Koramangala,2.2,LT2-domestic,12.934461,77.681439
M02750,DT-455,FDR-014,Koramangala,1.6,LT2-domestic,12.93636,77.702134
M02751,DT-455,FDR-014,Koramangala,1.1,LT2-domestic,12.935617,77.703874
M02752,DT-455,FDR-014,Koramangala,2.5,LT2-domestic,12.936514,77.704626
M02753,DT-455,FDR-014,Koramangala,1.9,LT2-domestic,12.937676,77.702719
M02754,DT-455,FDR-014,Koramangala,1.7,LT2-domestic,12.937262,77.702497
M02755,DT-455,FDR-014,Koramangala,1.2,LT2-domestic,12.937486,77.703592
M02756,DT-455,FDR-014,Koramangala,1.6,LT2-domestic,12.937649,77.701986
M02757,DT-455,FDR-014,Koramangala,2.4,LT2-domestic,12.937637,77.704735
M02758,DT-455,FDR-014,Koramangala,2.7,LT2-domestic,12.937282,77.703658
M02759,DT-455,FDR-014,Koramangala,2.6,LT2-domestic,12.938433,77.703786
M02760,DT-455,FDR-014,Koramangala,3.5,LT2-domestic,12.93645,77.704685
M02761,DT-455,FDR-014,Koramangala,2.9,LT2-domestic,12.93799,77.702208
M02762,DT-455,FDR-014,Koramangala,1.9,LT2-domestic,12.93642,77.702607
M02763,DT-455,FDR-014,Koramangala,2.1,LT2-domestic,12.937078,77.701178
M02764,DT-455,FDR-014,Koramangala,1.3,LT2-domestic,12.937285,77.703008
M02765,DT-455,FDR-014,Koramangala,2.2,LT2-domestic,12.937149,77.702277
M02766,DT-455,FDR-014,Koramangala,2.1,LT2-domestic,12.937163,77.703518
M02767,DT-455,FDR-014,Koramangala,1.7,LT2-domestic,12.939513,77.703994
M02768,DT-455,FDR-014,Koramangala,4.8,LT2-domestic,12.938825,77.70173
M02769,DT-455,FDR-014,Koramangala,4.5,LT2-domestic,12.936351,77.703087
M02770,DT-455,FDR-014,Koramangala,2.5,LT2-domestic,12.936569,77.704009
M02771,DT-455,FDR-014,Koramangala,1.0,LT2-domestic,12.937226,77.704277
M02772,DT-455,FDR-014,Koramangala,2.0,LT2-domestic,12.936509,77.702423
M02773,DT-455,FDR-014,Koramangala,1.8,LT2-domestic,12.937067,77.703553
M02774,DT-455,FDR-014,Koramangala,3.2,LT2-domestic,12.938215,77.703437
M02775,DT-455,FDR-014,Koramangala,2.6,LT2-domestic,12.937754,77.703548
M02776,DT-455,FDR-014,Koramangala,3.8,LT2-domestic,12.937815,77.704922
M02777,DT-455,FDR-014,Koramangala,3.1,LT2-domestic,12.936728,77.702754
H82778,DT-455,FDR-014,Koramangala,1.8,LT2-domestic,12.938879,77.702604
M02779,DT-455,FDR-014,Koramangala,2.0,LT2-domestic,12.937303,77.705143
M02780,DT-455,FDR-014,Koramangala,4.5,LT2-domestic,12.937102,77.701687
M02781,DT-455,FDR-014,Koramangala,1.4,LT2-domestic,12.937473,77.70112
M02782,DT-455,FDR-014,Koramangala,3.9,LT2-domestic,12.936789,77.702585
M02783,DT-455,FDR-014,Koramangala,3.5,LT2-domestic,12.937024,77.700854
M02784,DT-455,FDR-014,Koramangala,4.3,LT2-domestic,12.939564,77.703211
M02785,DT-455,FDR-014,Koramangala,3.6,LT2-domestic,12.937912,77.704382
M02786,DT-455,FDR-014,Koramangala,1.3,LT2-domestic,12.937758,77.70192
M02787,DT-455,FDR-014,Koramangala,4.4,LT2-domestic,12.93559,77.704441
M02788,DT-455,FDR-014,Koramangala,1.3,LT2-domestic,12.936275,77.702741
M02789,DT-455,FDR-014,Koramangala,4.8,LT2-domestic,12.938364,77.704068
M02790,DT-455,FDR-014,Koramangala,2.7,LT2-domestic,12.937068,77.702694
M02791,DT-455,FDR-014,Koramangala,2.0,LT2-domestic,12.934392,77.70221
M02792,DT-455,FDR-014,Koramangala,2.7,LT2-domestic,12.937709,77.703221
M02793,DT-455,FDR-014,Koramangala,2.2,LT2-domestic,12.936013,77.703831
M02794,DT-455,FDR-014,Koramangala,2.9,LT2-domestic,12.937652,77.701846
M02795,DT-455,FDR-014,Koramangala,2.1,LT2-domestic,12.937059,77.702306
M02796,DT-455,FDR-014,Koramangala,29.1,LT5-commercial,12.939047,77.702727
M02797,DT-455,FDR-014,Koramangala,3.4,LT2-domestic,12.937166,77.703124
M02798,DT-455,FDR-014,Koramangala,4.1,LT2-domestic,12.938184,77.702922
M02799,DT-455,FDR-014,Koramangala,2.6,LT2-domestic,12.937633,77.703347
M02800,DT-456,FDR-015,Koramangala,3.6,LT2-domestic,12.977296,77.734219
M02801,DT-456,FDR-015,Koramangala,3.2,LT2-domestic,12.974683,77.736426
M02802,DT-456,FDR-015,Koramangala,3.8,LT2-domestic,12.974898,77.73645
M02803,DT-456,FDR-015,Koramangala,4.1,LT2-domestic,12.975553,77.738253
M02804,DT-456,FDR-015,Koramangala,2.4,LT2-domestic,12.974399,77.736121
M02805,DT-456,FDR-015,Koramangala,2.4,LT2-domestic,12.974862,77.736871
M02806,DT-456,FDR-015,Koramangala,2.1,LT2-domestic,12.975066,77.736716
M02807,DT-456,FDR-015,Koramangala,2.0,LT2-domestic,12.9773,77.737083
M02808,DT-456,FDR-015,Koramangala,1.9,LT2-domestic,12.976632,77.737815
M02809,DT-456,FDR-015,Koramangala,2.5,LT2-domestic,12.977701,77.734405
M02810,DT-456,FDR-015,Koramangala,3.0,LT2-domestic,12.974687,77.736649
M02811,DT-456,FDR-015,Koramangala,3.2,LT2-domestic,12.974007,77.733898
H82812,DT-456,FDR-015,Koramangala,2.9,LT2-domestic,12.975881,77.73628
M02813,DT-456,FDR-015,Koramangala,3.5,LT2-domestic,12.975686,77.737851
M02814,DT-456,FDR-015,Koramangala,2.3,LT2-domestic,12.975085,77.734827
M02815,DT-456,FDR-015,Koramangala,4.3,LT2-domestic,12.974389,77.737393
M02816,DT-456,FDR-015,Koramangala,14.7,LT5-commercial,12.975516,77.735501
M02817,DT-456,FDR-015,Koramangala,1.6,LT2-domestic,12.974709,77.736449
M02818,DT-456,FDR-015,Koramangala,4.0,LT2-domestic,12.976429,77.73555
M02819,DT-456,FDR-015,Koramangala,17.6,LT5-commercial,12.974857,77.737388
H82820,DT-456,FDR-015,Koramangala,3.3,LT2-domestic,12.975776,77.735595
M02821,DT-456,FDR-015,Koramangala,1.6,LT2-domestic,12.974631,77.736118
